accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,tilt_x_deg,tilt_y_deg,vibration_rms_g,displacement_mm,crack_width_mm,label,risk_score,risk_status
-0.0267,0.0003,1.0122,0.56,-1.272,-0.603,0.712,0.532,0.00167,0.0,0.036,0,10.4,LOW
-0.0665,0.0109,1.02,0.417,-0.179,0.015,0.328,0.675,0.00462,0.0,0.042,0,10.3,LOW
0.0013,-0.0351,1.0011,-0.794,-0.964,-0.881,0.365,0.164,0.00184,0.02,0.0,0,5.2,LOW
-0.0049,-0.0087,0.8793,1.924,-7.955,7.031,3.787,2.689,0.04032,8.19,0.757,1,98.5,CRITICAL
-0.0137,-0.0073,0.9857,-0.078,-2.141,-0.098,0.0,0.276,0.00776,0.01,0.0,0,9.5,LOW
0.0677,-0.0754,0.9747,4.116,-1.151,-5.359,3.406,3.372,0.02718,9.37,0.825,1,73.5,HIGH
-0.0148,0.0175,1.0182,-0.358,-1.446,-0.257,0.368,0.375,0.00468,0.05,0.038,0,10.6,LOW
0.084,-0.1106,0.9381,2.135,5.46,2.729,6.217,5.589,0.014,2.6,1.697,1,87.2,CRITICAL
-0.03,-0.036,0.9982,0.678,1.492,0.295,0.73,0.498,0.00789,0.06,0.022,0,10.4,LOW
0.0224,-0.0509,0.9978,-0.659,-0.435,0.24,0.492,0.657,0.0041,0.04,0.0,0,7.6,LOW
0.1583,-0.0259,0.9988,9.006,2.462,0.056,2.064,5.292,0.02887,4.18,1.396,1,67.7,HIGH
-0.0302,-0.0286,1.0045,-0.357,1.158,1.485,0.717,0.574,0.00361,0.03,0.0,0,10.1,LOW
-0.2317,-0.0577,1.0627,2.434,-7.19,4.947,1.643,6.555,0.03751,5.86,0.592,1,84.9,CRITICAL
0.0062,0.0255,1.0177,0.652,-1.125,-1.443,0.0,0.518,0.00291,0.1,0.0,0,9.6,LOW
0.0176,-0.0199,1.0321,-0.754,0.371,-1.17,0.426,0.191,0.00353,0.0,0.048,0,12.3,LOW
0.0849,0.0538,0.8818,-1.283,-0.219,2.915,8.418,3.585,0.01468,0.03,0.303,1,82.4,CRITICAL
0.0209,-0.0231,0.9915,-0.168,1.186,-2.019,0.573,0.285,0.0069,0.18,0.0,0,11.1,LOW
-0.0054,-0.0112,0.9854,-1.423,0.428,-0.151,1.287,0.383,0.00406,0.0,0.002,0,13.1,LOW
0.0802,0.1074,0.9211,2.534,-5.976,2.012,3.689,2.788,0.02938,9.05,0.741,1,82.5,CRITICAL
-0.0348,-0.016,0.9909,-0.67,1.189,-0.628,0.527,0.0,0.00421,0.0,0.072,0,7.8,LOW
-0.1746,-0.0313,1.0084,4.609,-0.253,8.397,4.553,6.164,0.01726,2.71,2.029,1,79.7,HIGH
0.0656,-0.0048,0.9885,-1.254,-0.167,-1.885,0.216,0.631,0.00575,0.0,0.067,0,11.2,LOW
-0.0192,0.0033,0.9955,1.215,0.534,-1.527,0.193,0.932,0.00296,0.03,0.0,0,9.4,LOW
0.0471,-0.0259,0.9888,-0.704,0.603,0.129,0.67,0.511,0.00568,0.03,0.0,0,10.1,LOW
-0.0644,0.0426,0.9035,-2.931,-3.978,11.543,4.92,3.791,0.0154,10.8,0.335,1,100.0,CRITICAL
-0.0108,0.0338,1.0025,1.251,-1.243,-0.855,0.685,0.156,0.00616,0.0,0.0,0,8.7,LOW
-0.03,-0.0009,1.0041,-1.021,0.384,0.572,0.344,0.559,0.00551,0.0,0.003,0,7.9,LOW
-0.0491,-0.0081,0.9556,7.397,0.514,-9.509,3.129,2.934,0.00429,1.98,0.579,1,59.4,MEDIUM
-0.0016,-0.0051,1.0015,-0.423,0.879,0.145,0.639,0.655,0.00395,0.05,0.0,0,8.2,LOW
0.0355,-0.0077,1.0078,2.095,-1.264,-1.13,0.658,0.493,0.00243,0.0,0.0,0,10.9,LOW
0.0468,-0.0432,1.0081,-0.029,1.009,-0.517,0.723,0.54,0.00191,0.08,0.0,0,9.1,LOW
0.0131,0.0282,1.0115,0.38,1.751,0.644,0.742,0.004,0.00322,0.05,0.025,0,9.3,LOW
-0.0145,0.0456,1.0104,0.521,-1.86,-0.136,0.385,0.471,0.00761,0.09,0.0,0,10.9,LOW
-0.1098,0.0229,1.0118,0.427,0.06,0.216,1.04,0.0,0.00464,0.0,0.046,0,8.9,LOW
-0.0641,0.0103,1.001,-6.246,-0.57,-9.444,4.121,4.468,0.02034,5.79,0.963,1,74.1,HIGH
-0.0469,0.0687,0.9666,-1.281,-0.987,4.94,1.78,5.169,0.01959,6.06,0.838,1,64.5,HIGH
0.0126,-0.0079,1.0064,-1.317,0.201,-0.778,0.917,0.341,0.01215,0.05,0.0,0,12.4,LOW
-0.0064,-0.0105,1.0095,-0.336,1.583,-1.412,0.191,0.213,0.00431,0.16,0.0,0,8.4,LOW
-0.0323,-0.0777,1.017,-1.359,-1.076,-1.271,0.465,0.572,0.00287,0.0,0.013,0,11.7,LOW
0.0088,0.0066,0.9931,0.155,-0.517,-0.236,0.75,0.33,0.00597,0.0,0.007,0,8.4,LOW
0.0003,0.0059,1.0025,0.175,-0.256,-0.152,0.509,0.296,0.00609,0.0,0.0,0,6.1,LOW
0.0256,-0.0387,1.0019,0.368,-0.066,-0.077,0.356,0.486,0.00433,0.0,0.0,0,5.6,LOW
0.009,0.0222,1.0075,0.296,-0.874,-0.611,0.691,0.931,0.00406,0.19,0.0,0,11.2,LOW
0.01,-0.03,0.9904,1.275,-0.168,-1.101,0.761,0.597,0.00528,0.0,0.013,0,11.5,LOW
0.0036,-0.06,1.0225,0.862,0.591,-0.49,0.724,0.38,0.00875,0.19,0.0,0,13.7,LOW
-0.0169,0.0684,0.9967,1.15,0.55,-0.607,0.244,0.134,0.00191,0.13,0.072,0,5.5,LOW
0.0162,0.0286,0.9968,0.814,0.112,-0.233,0.51,0.797,0.00591,0.0,0.0,0,8.9,LOW
-0.0047,-0.0281,0.9926,-2.248,0.455,0.874,0.1,0.42,0.0071,0.14,0.015,0,9.7,LOW
-0.0151,0.0085,1.0032,-1.446,-1.359,1.593,0.517,0.063,0.00684,0.0,0.014,0,8.9,LOW
0.0723,-0.009,0.9798,-6.267,-1.671,-3.281,4.166,3.437,0.0322,11.18,0.0,1,77.4,HIGH
0.0288,-0.0066,0.987,0.816,0.446,0.297,0.588,0.879,0.00387,0.17,0.058,0,11.7,LOW
-0.0397,-0.0436,0.9901,0.542,0.803,0.271,0.301,0.698,0.00174,0.0,0.0,0,8.0,LOW
0.0309,-0.0017,0.9917,-0.694,2.241,-0.706,0.521,0.188,0.00376,0.0,0.0,0,9.3,LOW
-0.0075,0.0123,0.9987,-0.241,-0.688,-1.316,0.585,0.662,0.00524,0.14,0.0,0,9.4,LOW
-0.0131,-0.03,1.0056,-1.364,-0.238,0.401,0.645,0.0,0.00757,0.1,0.0,0,8.3,LOW
0.0131,-0.0208,1.0034,-0.522,-0.16,0.056,1.263,1.02,0.00332,0.0,0.069,0,12.0,LOW
0.0036,-0.0408,0.9973,0.873,0.675,0.897,0.468,1.237,0.00766,0.0,0.109,0,12.3,LOW
0.0011,0.1554,1.0122,6.509,-2.28,-5.111,3.664,6.972,0.02017,5.04,0.999,1,79.0,HIGH
-0.0174,-0.0999,0.9926,4.916,-4.921,-7.755,4.696,4.267,0.03336,7.14,1.215,1,83.3,CRITICAL
-0.0152,-0.0898,1.0096,1.252,0.789,1.185,0.0,0.059,0.00972,0.21,0.056,0,8.6,LOW
0.0266,-0.0014,1.0134,-1.121,-0.595,2.0,0.398,0.15,0.00296,0.0,0.0,0,9.3,LOW
0.0474,-0.009,1.0022,-0.425,-1.089,-0.995,0.258,0.929,0.00403,0.03,0.017,0,8.8,LOW
-0.0103,-0.0129,1.0105,-0.497,-0.328,0.269,0.593,0.148,0.00526,0.14,0.0,0,7.9,LOW
0.0143,-0.037,0.9295,5.566,10.207,0.205,8.52,5.458,0.03023,1.3,1.473,1,100.0,CRITICAL
-0.0199,0.0992,0.9773,-8.692,0.646,5.776,5.648,0.0,0.01515,2.72,0.447,1,55.0,MEDIUM
0.0108,0.0039,0.9966,-0.806,-0.933,-0.301,0.562,0.705,0.00361,0.0,0.0,0,8.7,LOW
0.04,-0.0206,0.9953,-0.285,0.589,-1.37,0.051,0.489,0.00268,0.1,0.056,0,6.7,LOW
-0.0133,-0.0008,0.9822,-0.652,0.97,0.031,0.815,0.772,0.00738,0.04,0.0,0,14.0,LOW
0.0085,0.0092,1.0056,0.347,-0.538,1.462,1.022,0.689,0.00564,0.06,0.028,0,12.3,LOW
-0.0042,0.0268,0.993,-0.761,1.073,-0.031,0.196,0.436,0.00501,0.0,0.0,0,7.4,LOW
-0.0289,-0.0235,0.9989,-0.699,0.548,-0.513,0.336,0.858,0.00422,0.0,0.0,0,7.8,LOW
-0.0042,0.013,1.0044,-0.707,-1.653,-0.494,1.022,0.154,0.00896,0.06,0.042,0,11.4,LOW
-0.0235,-0.0862,0.9802,-11.449,-7.876,-19.452,4.007,4.93,0.0203,4.53,1.563,1,98.5,CRITICAL
0.0215,0.0294,0.9776,-1.35,0.875,-1.461,0.851,0.28,0.00297,0.0,0.0,0,13.2,LOW
-0.0635,0.0151,0.9519,-0.653,-15.005,-3.546,0.807,0.45,0.01714,4.69,1.217,1,58.4,MEDIUM
-0.0301,-0.0304,0.9932,-1.838,-0.252,0.398,0.524,0.952,0.00525,0.0,0.0,0,11.7,LOW
-0.0087,0.0365,0.9978,-1.029,1.922,-0.53,0.418,0.427,0.00168,0.08,0.058,0,8.1,LOW
-0.0234,0.0062,1.0065,-0.747,0.604,-0.536,0.634,0.707,0.00249,0.0,0.0,0,9.1,LOW
-0.0364,0.0108,1.0103,1.319,-1.062,-0.802,0.863,0.482,0.0034,0.12,0.0,0,11.5,LOW
-0.0088,-0.0251,0.9985,0.501,-1.286,1.388,0.525,0.723,0.00417,0.06,0.058,0,9.9,LOW
0.0811,-0.0132,1.0007,0.289,-0.812,-0.444,0.316,0.304,0.004,0.0,0.0,0,5.3,LOW
-0.0282,0.0152,1.0146,1.296,-0.116,-0.366,0.31,0.6,0.00526,0.0,0.0,0,10.2,LOW
0.0181,0.0103,0.982,0.046,-0.578,0.129,0.423,0.878,0.00449,0.0,0.074,0,11.4,LOW
0.1122,-0.058,0.9726,7.548,0.943,0.871,4.12,2.43,0.01899,0.35,1.522,1,57.2,MEDIUM
0.0797,-0.0207,0.9951,-1.134,1.482,-0.871,0.58,0.819,0.00786,0.03,0.035,0,12.3,LOW
0.0072,-0.0365,0.9997,1.035,2.525,-1.264,0.871,0.392,0.0048,0.0,0.055,0,11.3,LOW
-0.0251,-0.0406,0.9698,-7.867,4.581,2.328,3.959,3.332,0.01945,1.72,1.376,1,65.5,HIGH
-0.0246,0.0419,0.9886,2.492,-0.694,1.227,0.298,0.38,0.00208,0.0,0.013,0,10.0,LOW
-0.0322,-0.0124,0.8819,9.716,0.519,4.771,5.383,2.745,0.01586,4.9,1.839,1,96.1,CRITICAL
-0.0165,0.0157,1.0045,0.805,-0.618,-0.162,0.82,0.753,0.0035,0.0,0.011,0,9.8,LOW
0.015,-0.0572,0.9571,5.45,2.828,2.751,5.136,6.419,0.01396,2.33,1.284,1,80.2,CRITICAL
0.0009,-0.0321,1.0102,3.243,1.771,-1.782,0.472,0.502,0.00626,0.0,0.0,0,14.0,LOW
-0.0025,0.0049,0.9954,-0.295,0.201,-0.737,0.607,0.331,0.00586,0.0,0.082,0,8.1,LOW
0.0212,0.0112,0.9955,-0.132,-0.365,1.091,0.446,0.698,0.00523,0.0,0.0,0,8.8,LOW
0.0812,-0.0079,1.006,0.527,-1.35,-0.794,0.344,0.149,0.00431,0.29,0.0,0,7.5,LOW
-0.0245,0.0228,0.9703,-0.616,-0.729,-0.305,0.623,0.0,0.00085,0.0,0.0,0,10.2,LOW
0.1114,-0.0607,0.9675,-0.834,9.216,-1.647,2.584,0.0,0.03252,9.94,0.311,1,62.1,HIGH
0.0215,0.0354,1.0104,0.523,-0.026,-0.103,0.713,0.81,0.00523,0.01,0.044,0,10.8,LOW
0.0252,0.0233,1.012,-0.388,-0.02,0.222,0.7,0.501,0.00626,0.0,0.11,0,10.3,LOW
-0.0461,0.0312,0.9992,-0.174,1.225,1.42,0.713,0.456,0.00469,0.0,0.0,0,9.1,LOW
0.0557,-0.065,1.008,-0.347,0.819,1.127,0.697,0.389,0.00605,0.0,0.0,0,9.9,LOW
-0.1725,-0.0323,0.9942,0.82,0.413,-5.142,0.0,3.136,0.0,3.53,0.685,1,32.0,MEDIUM
-0.1171,0.0626,0.8881,-6.231,0.167,1.407,5.047,1.279,0.02258,3.83,0.466,1,74.0,HIGH
0.0337,-0.0286,1.0089,0.525,0.572,-0.948,0.608,0.611,0.00573,0.1,0.005,0,10.4,LOW
-0.1548,-0.1244,0.8415,3.842,-9.583,-6.404,3.763,5.362,0.03196,4.39,1.032,1,100.0,CRITICAL
0.0486,0.0119,0.9915,-0.877,-0.325,0.028,0.484,0.824,0.00469,0.0,0.02,0,9.8,LOW
0.0094,-0.0146,1.0062,1.525,1.481,-0.743,0.0,0.441,0.00399,0.0,0.035,0,7.8,LOW
0.0353,-0.0205,0.9904,0.975,0.458,-0.338,0.267,0.154,0.00212,0.0,0.0,0,5.9,LOW
-0.0425,0.0336,1.0032,-1.651,-0.214,0.269,0.879,0.523,0.00509,0.04,0.014,0,10.5,LOW
-0.0172,-0.0296,0.9904,-1.793,0.99,-0.979,0.759,0.096,0.00578,0.0,0.024,0,10.6,LOW
-0.0276,-0.0196,1.0169,0.083,-0.661,0.618,0.511,0.756,0.00628,0.0,0.032,0,11.9,LOW
-0.1479,-0.038,0.954,0.931,0.89,-5.209,7.493,8.358,0.01469,6.08,0.262,1,98.5,CRITICAL
-0.041,0.0042,0.9887,-0.129,-0.208,-0.556,0.179,0.0,0.00548,0.0,0.0,0,5.5,LOW
-0.0186,-0.0529,0.9338,-6.473,-0.009,8.571,4.831,5.895,0.00501,5.2,0.391,1,86.1,CRITICAL
0.0363,0.0624,1.0073,-0.415,0.05,0.434,0.375,0.484,0.0067,0.0,0.0,0,7.8,LOW
-0.0201,0.0125,0.9892,1.382,1.901,0.078,0.493,0.139,0.00638,0.03,0.0,0,10.2,LOW
-0.076,-0.0373,1.0013,-0.308,-1.407,0.789,0.339,0.522,0.00406,0.0,0.073,0,7.8,LOW
0.0647,0.0377,0.9908,-1.246,-0.147,0.912,0.352,0.0,0.00538,0.0,0.0,0,7.2,LOW
-0.0167,-0.0351,1.0068,0.103,-0.3,0.481,0.458,0.546,0.0015,0.16,0.002,0,7.0,LOW
0.0089,0.0259,1.0062,-1.35,-0.975,1.421,0.49,0.232,0.0042,0.15,0.0,0,9.0,LOW
0.0785,-0.0143,1.0031,-3.266,5.079,-0.975,3.223,4.43,0.02801,0.0,0.881,1,53.2,MEDIUM
0.0118,-0.0031,0.998,-1.41,0.493,-0.099,0.0,0.375,0.0055,0.2,0.071,0,6.6,LOW
-0.0092,0.014,1.0032,2.014,-0.385,0.446,0.825,0.585,0.00288,0.0,0.0,0,10.3,LOW
0.0071,0.0149,1.0115,-0.339,0.729,-1.89,0.207,0.26,0.00846,0.0,0.135,0,10.5,LOW
0.0366,-0.1042,0.9446,-0.922,5.096,8.522,3.832,3.895,0.02413,2.2,0.758,1,72.4,HIGH
-0.0205,-0.0488,0.9862,-0.738,1.055,0.153,0.774,0.579,0.00183,0.0,0.0,0,10.7,LOW
-0.0293,0.0148,0.9894,-0.7,0.249,-0.102,0.194,0.434,0.00261,0.08,0.081,0,7.1,LOW
-0.0331,0.0318,1.0019,0.573,-0.82,-0.133,0.739,0.593,0.00068,0.0,0.035,0,7.6,LOW
-0.0081,-0.0328,0.9975,0.599,0.234,1.087,0.772,0.271,0.00594,0.0,0.061,0,8.7,LOW
0.0014,0.0152,0.9973,-0.963,-0.583,-0.8,0.748,0.746,0.00297,0.09,0.0,0,9.7,LOW
-0.0037,-0.0472,1.0106,-0.128,-1.767,-1.047,0.548,0.735,0.00502,0.0,0.005,0,11.9,LOW
0.0519,0.0285,0.9942,2.905,0.759,0.575,0.567,0.921,0.00561,0.0,0.116,0,14.0,LOW
0.0629,-0.0016,1.0087,-0.514,-0.144,2.482,0.476,0.517,0.0046,0.17,0.0,0,11.2,LOW
0.0333,0.0216,1.0078,-2.07,0.226,1.48,0.715,0.05,0.00545,0.03,0.0,0,10.1,LOW
-0.0064,0.0189,1.0008,0.606,1.143,-0.477,0.478,0.093,0.00607,0.02,0.039,0,6.6,LOW
0.0101,0.024,1.0022,2.929,0.232,-0.066,0.512,1.089,0.00763,0.0,0.005,0,13.6,LOW
-0.0228,-0.0187,0.9962,-0.674,-0.146,0.641,0.793,0.271,0.00146,0.0,0.02,0,7.0,LOW
0.0148,-0.0435,1.0009,1.366,-1.773,1.073,1.008,0.186,0.00824,0.0,0.0,0,11.2,LOW
0.0016,-0.0016,1.0101,1.177,-0.309,0.356,0.64,0.493,0.00556,0.06,0.0,0,10.2,LOW
0.0423,-0.0062,0.9933,-0.713,0.602,1.761,0.236,0.771,0.00314,0.15,0.0,0,9.6,LOW
0.0205,0.0029,1.0025,-0.554,0.294,-0.139,0.632,0.687,0.00485,0.01,0.007,0,8.2,LOW
-0.0286,-0.0272,1.0013,-1.008,0.503,0.899,0.755,0.685,0.00727,0.0,0.088,0,10.8,LOW
0.0579,0.0201,0.9834,0.131,-1.3,-0.477,0.613,0.43,0.00654,0.0,0.042,0,11.8,LOW
0.0363,0.0326,0.9905,-0.334,0.13,-1.139,0.487,0.634,0.00613,0.0,0.01,0,10.1,LOW
0.0262,0.0387,1.0086,1.561,1.932,-0.637,0.359,0.102,0.00041,0.02,0.0,0,7.6,LOW
0.0049,-0.056,0.9898,-0.367,-1.29,-1.198,0.791,0.585,0.00218,0.0,0.032,0,11.1,LOW
-0.0528,0.0483,1.0084,-0.224,-0.406,0.089,0.376,0.847,0.00842,0.0,0.054,0,10.1,LOW
-0.0161,0.0665,0.9829,-1.076,0.705,6.063,5.345,4.978,0.01058,4.11,0.805,1,69.4,HIGH
0.0395,-0.0522,0.9904,-0.197,0.109,-0.281,0.252,0.139,0.00411,0.0,0.0,0,5.3,LOW
-0.0102,-0.0415,1.0114,-0.193,0.139,1.485,0.62,0.329,0.00462,0.0,0.008,0,9.8,LOW
0.0092,-0.0307,1.0118,-0.565,0.736,-2.173,0.031,0.662,0.0034,0.04,0.107,0,10.3,LOW
-0.0083,0.036,0.9831,-0.434,-1.571,0.176,0.533,0.721,0.00421,0.0,0.0,0,12.1,LOW
-0.0596,0.1613,0.988,-1.333,3.46,-1.781,4.358,1.496,0.01909,4.3,0.584,1,49.2,MEDIUM
-0.0118,0.0621,1.0009,1.971,-0.478,0.104,0.94,0.902,0.00491,0.14,0.059,0,12.6,LOW
-0.0468,0.0393,0.9384,3.671,7.861,3.176,3.805,7.405,0.0,1.64,1.285,1,80.7,CRITICAL
0.0312,0.0431,1.0128,-0.028,0.148,1.497,0.48,0.361,0.0071,0.07,0.0,0,10.5,LOW
0.0205,0.0031,1.0024,-0.525,-0.416,1.024,1.023,0.421,0.0,0.0,0.008,0,8.1,LOW
0.0684,0.0902,0.9762,-2.185,-2.99,-4.549,5.37,7.345,0.01962,10.01,1.413,1,97.4,CRITICAL
0.0301,-0.0137,0.9836,0.053,-0.262,-0.366,0.666,0.0,0.00556,0.0,0.017,0,8.4,LOW
-0.1001,-0.0714,0.9442,4.993,2.328,-1.944,4.703,5.372,0.0108,4.63,0.975,1,77.6,HIGH
-0.0506,0.0149,1.0006,1.072,0.269,0.58,0.717,0.211,0.00851,0.0,0.123,0,8.9,LOW
-0.035,0.0137,0.8572,-2.664,-0.927,-0.123,6.488,4.957,0.02287,4.07,0.713,1,97.1,CRITICAL
-0.02,-0.0114,0.9949,0.021,-0.156,-0.327,0.418,0.398,0.00445,0.12,0.0,0,6.4,LOW
-0.0229,0.0413,0.9998,0.334,-0.523,-1.853,0.511,0.275,0.00586,0.0,0.008,0,7.9,LOW
0.0195,-0.0156,0.9936,-1.234,-0.03,-0.226,1.071,0.617,0.00846,0.2,0.009,0,12.9,LOW
0.111,0.0633,0.9379,-5.015,2.429,3.403,4.319,4.48,0.01918,0.23,0.009,1,63.7,HIGH
0.0209,0.0018,0.9967,-0.764,-1.489,-0.33,1.059,0.741,0.007,0.0,0.0,0,12.5,LOW
0.0163,0.0233,1.0046,-1.2,-2.062,0.471,0.195,0.739,0.00418,0.02,0.0,0,9.6,LOW
-0.0934,0.0291,0.9636,-8.757,2.036,1.933,6.143,3.0,0.03448,3.16,1.169,1,80.2,CRITICAL
-0.0492,0.0083,1.0056,0.446,-2.025,0.612,0.81,0.631,0.00215,0.0,0.05,0,11.0,LOW
-0.0599,0.0158,0.9954,1.081,1.259,1.511,0.638,0.553,0.00269,0.14,0.014,0,10.2,LOW
-0.0053,0.005,0.9834,0.457,-0.344,0.46,0.636,0.726,0.00741,0.0,0.0,0,12.1,LOW
-0.0374,0.0163,0.99,0.743,0.694,-0.698,0.967,0.457,0.00735,0.0,0.019,0,11.8,LOW
-0.0273,0.0291,0.9894,0.532,-1.283,-0.964,0.83,0.0,0.00285,0.0,0.0,0,8.8,LOW
0.0634,-0.03,1.0038,0.475,-1.204,-1.314,0.503,0.385,0.00384,0.04,0.017,0,8.4,LOW
0.0156,-0.0124,0.9874,-0.21,2.095,0.687,0.557,0.0,0.00583,0.01,0.04,0,10.0,LOW
-0.0274,-0.03,1.0237,-0.591,-0.431,-1.071,1.047,0.583,0.00645,0.0,0.052,0,15.4,LOW
0.0149,-0.0004,1.0078,0.629,-1.577,-1.546,0.189,0.694,0.00638,0.0,0.0,0,10.5,LOW
0.0481,0.1068,1.0097,-9.108,1.798,-1.307,1.926,5.435,0.02269,3.7,0.892,1,64.1,HIGH
0.0315,-0.0011,1.0037,1.037,-0.307,-1.751,0.944,0.648,0.00296,0.03,0.017,0,11.2,LOW
-0.0157,-0.0102,1.0013,-0.443,-0.246,0.685,1.098,0.616,0.00398,0.0,0.004,0,9.6,LOW
-0.0722,0.0241,1.0116,-2.141,-1.499,1.075,0.419,0.59,0.00596,0.0,0.0,0,12.4,LOW
0.0262,-0.0083,0.9522,-5.011,3.33,7.245,3.997,3.693,0.03555,9.22,1.051,1,88.8,CRITICAL
0.0524,-0.0687,0.9974,0.185,-0.009,0.174,0.134,1.035,0.00411,0.0,0.0,0,6.8,LOW
0.0953,-0.0126,0.9775,-0.031,-0.455,-3.959,5.79,3.419,0.01103,10.59,0.611,1,74.9,HIGH
-0.0679,-0.0255,0.9951,0.27,1.08,0.036,0.912,0.782,0.00376,0.01,0.008,0,10.6,LOW
-0.0016,-0.0071,1.0121,-1.336,0.691,0.375,0.0,0.647,0.00209,0.0,0.079,0,8.4,LOW
0.0419,-0.0144,1.0186,0.745,1.703,0.239,0.426,0.947,0.00602,0.0,0.0,0,13.8,LOW
0.0352,0.0021,1.0182,0.084,-0.43,-2.672,0.587,0.976,0.00461,0.11,0.0,0,15.6,LOW
0.0772,0.0051,1.0104,-0.596,0.296,2.208,0.088,0.335,0.00437,0.0,0.0,0,8.5,LOW
-0.0102,0.0058,1.0015,0.563,-0.688,0.5,0.557,1.139,0.0053,0.0,0.0,0,10.2,LOW
-0.0044,0.0114,1.0019,1.351,0.846,0.946,0.94,0.0,0.00557,0.03,0.043,0,8.9,LOW
0.0341,-0.0161,1.0096,-1.402,-0.758,0.024,0.381,0.291,0.00301,0.0,0.073,0,8.3,LOW
-0.0172,-0.0115,1.006,0.252,0.797,-0.342,0.134,0.058,0.00727,0.14,0.024,0,5.9,LOW
-0.0404,0.0169,0.998,0.063,1.491,1.313,0.158,0.689,0.00118,0.01,0.105,0,7.7,LOW
-0.011,0.006,0.9899,0.651,0.115,0.921,0.85,0.574,0.00338,0.14,0.0,0,10.7,LOW
-0.0327,0.0227,0.9931,1.49,0.607,-0.332,0.716,0.741,0.00337,0.13,0.017,0,11.0,LOW
-0.0137,-0.0562,1.0005,0.17,-0.342,1.137,0.605,0.288,0.00541,0.0,0.033,0,7.3,LOW
0.0075,0.0103,1.0024,1.057,-1.174,-0.216,0.143,0.442,0.00439,0.0,0.019,0,6.6,LOW
-0.057,-0.0346,0.9925,0.005,-0.505,0.993,0.271,0.434,0.00555,0.01,0.0,0,7.7,LOW
-0.0431,-0.0191,1.0017,1.433,-0.304,0.698,0.319,0.984,0.00316,0.0,0.0,0,8.9,LOW
-0.0076,-0.0065,1.0062,-0.88,-0.211,1.039,0.167,0.811,0.00536,0.0,0.0,0,8.8,LOW
-0.0137,0.03,1.0078,-0.552,2.637,0.247,0.425,0.893,0.00484,0.0,0.0,0,12.3,LOW
-0.038,0.0037,0.9746,-1.539,0.093,-0.496,0.241,0.572,0.00136,0.06,0.0,0,11.3,LOW
0.0072,-0.019,1.0036,0.634,-1.816,1.115,0.47,0.057,0.00588,0.21,0.061,0,8.7,LOW
0.0277,-0.0169,0.9996,-0.224,0.681,-0.001,0.407,0.531,0.0028,0.0,0.0,0,5.7,LOW
-0.0541,0.0016,1.0198,-0.245,0.871,0.614,1.013,0.597,0.00366,0.0,0.0,0,13.1,LOW
-0.0258,-0.0469,1.0106,-0.738,-0.832,-0.339,0.337,0.98,0.00266,0.0,0.017,0,10.0,LOW
-0.0392,0.0222,0.995,-0.508,-1.013,0.095,0.491,0.073,0.00638,0.0,0.0,0,6.9,LOW
-0.0272,0.0523,1.003,-0.888,-0.262,0.278,0.471,0.488,0.00434,0.05,0.036,0,7.5,LOW
-0.0021,0.0042,0.9996,0.427,0.111,-0.234,0.453,0.619,0.00345,0.01,0.0,0,6.2,LOW
0.0035,0.0053,0.9878,1.275,-1.626,0.824,0.647,0.473,0.00756,0.04,0.065,0,12.9,LOW
-0.025,0.0218,0.993,-2.8,0.171,0.736,0.109,1.036,0.00626,0.0,0.077,0,12.6,LOW
0.0248,0.0232,0.9987,-0.153,1.502,1.484,0.862,0.303,0.00635,0.03,0.037,0,10.2,LOW
-0.0152,0.0294,0.9972,-0.553,-1.187,0.923,0.891,0.564,0.00459,0.0,0.022,0,10.3,LOW
0.0333,-0.0119,1.004,0.393,-1.327,1.051,0.763,0.444,0.00724,0.0,0.0,0,10.4,LOW
0.1398,-0.0991,0.9418,-4.73,-3.955,-3.73,4.473,6.276,0.01868,3.37,0.532,1,80.4,CRITICAL
0.0275,0.0201,0.9768,0.023,3.633,-0.118,0.583,0.539,0.00726,0.04,0.0,0,16.8,LOW
0.0259,0.0192,1.0062,0.552,-2.133,-0.261,1.165,0.052,0.0037,0.0,0.0,0,10.5,LOW
-0.0004,0.0243,0.9814,0.846,-2.29,0.192,0.47,0.205,0.0053,0.17,0.0,0,12.0,LOW
-0.0639,-0.0153,0.9874,2.398,-0.018,1.653,0.817,0.656,0.00311,0.06,0.056,0,14.1,LOW
-0.0165,0.0387,0.9975,0.71,0.69,0.72,0.636,0.581,0.00729,0.03,0.022,0,9.6,LOW
0.024,-0.0045,0.995,0.479,0.386,0.418,0.029,0.171,0.00271,0.03,0.024,0,3.9,LOW
0.0454,0.0067,0.9972,1.749,0.111,-1.724,0.252,0.891,0.00284,0.1,0.009,0,9.9,LOW
0.0223,0.0085,1.0082,0.943,-2.003,0.37,0.278,0.02,0.00418,0.18,0.0,0,7.8,LOW
-0.0108,0.0203,0.9902,0.374,1.083,0.021,0.635,0.934,0.00452,0.02,0.0,0,11.4,LOW
0.0601,-0.0128,0.9984,-0.253,-1.19,1.159,0.068,0.954,0.00315,0.0,0.018,0,8.0,LOW
-0.0479,0.0053,1.0179,-3.048,0.765,1.019,0.393,0.0,0.00503,0.14,0.0,0,11.9,LOW
